,Topic_24,Topic_37,Topic_49,Topic_36,Topic_34,Topic_2,Topic_29,Topic_41,Topic_25,Topic_9,Topic_44,Topic_20,Topic_33,Topic_11,Topic_12,Topic_19,Topic_47,Topic_31,Topic_39,Topic_7
HOXD1,0.04878592774484454,0.02677805390683849,0.01232570200922796,0.07770657700579098,0.07241977029284617,0.4579466765332669,0.029000784915893946,0.05667129807408459,0.053219574734028156,0.0,0.030625010850504137,0.015560370902206343,0.0,0.09726552326654019,0.06779836591011618,0.027077069354789197,0.049581971305395316,0.011734029139955398,1.0,0.15020866630116042
HSF1,0.41852817322817076,0.38158329216411974,0.41777812824312305,0.2942289149763931,0.11822188013906693,0.21860632650801753,0.19971842340786217,0.22736148699134967,0.2058901390577479,0.0825711164797342,0.012234242314365484,0.0,0.039407722874473694,1.0,0.3025662640233609,0.3774635895672657,0.20866605038114067,0.09276849916434132,0.15184761636220256,0.22479890377737077
IKZF1,0.009195856599762877,0.030002111995353485,0.005669863288079181,0.02231811064645418,0.0,0.005128640502036782,0.015245372472663506,0.01191718928091871,0.010037132312743537,0.0039859935244060795,0.027158922231039252,0.00407181220942247,0.013797012500377567,0.22562233347968313,0.02800804161941508,0.058725133471637304,0.003063335750699586,0.20567179936461152,0.16869857304200994,1.0
IKZF2,0.0307416968658161,0.08040327428089206,0.010863068487345195,0.0,0.3363519484571704,0.2309928386025455,0.0848156739411079,0.06851599765618821,0.4234108753329509,0.31505568851093524,0.5509462160247665,0.47823085854758834,0.0695478359145586,0.06155986707566102,0.3955772995960772,0.17706661220186842,0.20696306389173436,0.27665873385623535,1.0,0.4489915545174233
IKZF3,0.3811817549700542,0.45386788446801013,0.3100375993600291,0.3676460006930254,0.3332909337750695,0.22245911024944182,0.6507505563703402,0.4408535871811515,0.579469532653335,0.0,0.48951794256587006,0.006630934333660854,0.5810574179277119,0.9993642158254876,0.7297965857386801,0.48919559636726656,0.9999999999999998,0.05154924947557171,0.705726219899288,0.421215366503168
IRF1,0.033279984432024366,0.038272396478669805,0.05396761579290455,0.0,0.01751584215516523,0.02140348066387661,0.07214894293747559,0.02824163356492841,0.07078297813992229,0.0935919946314269,0.12418544727541525,0.34328098963092263,0.02457823673055161,1.0,0.07761259183357044,0.42664855218676767,0.05260947026884071,0.15604598328373367,0.11927034656871555,0.15296078155103815
IRF4,0.2098318596850854,0.2657610263133906,0.15438966803289592,0.0,0.2877197875968526,0.9999999999999999,0.21315391540489728,0.11291092198736327,0.15478043929192808,0.35915360698761406,0.15744219009405147,0.06870613647409453,0.07466612000369705,0.6285468234696944,0.26799659650658336,0.5165786672764773,0.2308363184498335,0.1840393604211797,0.5636904759318893,0.4683899033338489
IRF5,0.12982557505431164,1.0,0.10193059239394092,0.083655256662019,0.029946533424295367,0.08722076088820513,0.0007399335199861357,0.04893742702868104,0.07988825330887514,0.040914134256945504,0.14407594681043956,0.0,0.07438278803827383,0.3627013292843627,0.10619067664758461,0.25785490990699383,0.39690871992065263,0.18740440868886044,0.16332847083423516,0.6114505608928527
IRF7,0.12846184278024375,0.0,0.6276718739139484,0.10034786783647653,0.11113518556706758,0.46199626457260007,0.2064518301199969,0.3354262694450036,0.6715157189581107,0.6324866420176316,0.7237730565413727,0.9823600509799035,0.030995993057164134,0.9456309655085702,0.6218648033152827,0.4034973577372251,0.40269015462338303,0.6305693768669565,0.6062298538271345,1.0
IRF8,0.007165463112959784,0.05852799833716205,0.015851493609810093,0.011590060095584867,0.009499850362139078,0.010950811302958488,0.011652762970908262,0.0059897572214390495,0.010272992911287313,0.028662958902587382,0.04316951763135484,0.04550815513353099,0.017849818475856177,0.5084548993033288,0.07426510752097082,0.03953854985223803,0.0,0.1723641384240634,0.2119912267803314,0.9999999999999999
JUN,0.07835739992896114,0.09802163673564454,0.09033677681199367,0.0,0.03761941660773839,0.015537247421115487,0.10025006531269542,0.1058099760312266,0.20248484171588932,0.14930805250041665,0.09961151781097716,0.1703481574077844,0.08577419768900146,0.9999999999999999,0.16019875585009227,0.35988596390222594,0.01882290824126223,0.2051224329641332,0.06253613441268131,0.10714401293539594
JUNB,0.017854912167960497,0.00972775942670532,0.03623060193674636,0.011765681906192274,0.0,0.0048324752740835294,0.06631628642205459,0.03316533693166507,0.11549217209809211,0.06340902624972372,0.16232102512799307,0.0888486017763655,0.02243032782945586,1.0,0.16816281943236852,0.29978410581867365,0.004105508475215146,0.184362263421892,0.07345263757148043,0.06593155024328755
JUND,0.09417426253715261,0.1353538396025686,0.09275289358035477,0.0489872548269757,0.021888829545720002,0.0,0.07067683559014304,0.06622058773829972,0.05428794661661935,0.045439999151438044,0.06467798335640737,0.08660256911157652,0.05127054497518262,0.9999999999999999,0.08222101078116334,0.09466505178958054,0.056066601925526115,0.0775557440488818,0.23405438152569266,0.08250527739326344
KLF12,0.5604667361283919,1.0000000000000002,0.6731500032008868,0.5437654558784673,0.6481972429150742,0.3868662095974184,0.5633068042153833,0.6144930727696802,0.3282962771474535,0.30906893981058925,0.21848436670778432,0.23882101355306445,0.2455092031923175,0.0,0.3246876512233125,0.13795848978131597,0.39197544897547626,0.3025687297226739,0.24208121532736881,0.34793943140408506
KLF13,0.5046725938605942,0.4267013502368442,0.46117104072561466,0.8324672685270063,0.28406775613368684,0.7184908108886255,0.1595484573913159,0.20939582636492976,0.6432999717375892,0.08934334924815387,0.13713417323520466,0.10815810205353743,0.0,0.5114507812089919,0.3345113424205954,0.3716138886040471,0.2974895275893338,0.1445370181382557,1.0,0.41160709881085067
KLF2,0.36866334884232127,0.48135760783598247,0.29780998408709813,0.0,0.04498404030817574,0.0006706487855066522,0.05736463766518653,0.0639222598778318,0.09997974049351213,0.05930980147671096,0.14224419980965464,0.17590484211241733,0.009310215023936187,1.0,0.1594586188217683,0.3746774979895147,0.020608884728542488,0.21762959759247183,0.11120845896635934,0.23408161494883625
KLF4,0.0,0.0020262290962690744,0.00862872376123599,0.0026294092340865237,0.028192837875879062,0.006681060623479133,0.023893836303371992,0.02482264545951618,0.04094924058749051,0.03135955201002795,0.11343024824883072,0.05936669527812338,0.044310809089704285,1.0,0.09389467633175423,0.26581612798274185,0.013203597067842911,0.10757747743749572,0.07005898570022363,0.06282196140673928
KLF5,0.032322108024385884,0.05117736569272389,0.07738811142141824,0.01575599405763812,0.005860659766297155,0.019268200917427553,0.05667725625465383,0.06774556622821307,0.055743130281608745,0.10107682588822753,0.023223240641194277,0.02030023322072829,0.21094643112144978,1.0,0.10498353213372333,0.6758339107264483,0.0,0.1334247654038878,0.04481976235360557,0.09012367633817048
LEF1,0.0,0.000596944517060629,0.04619311102445247,0.0316265110950449,0.03315659889492238,0.01217441451666382,0.7042091116665125,1.0,0.12495658292518419,0.16506156445881504,0.08389971350438012,0.005966072597057619,0.023313269745572684,0.09818919897221759,0.08263427845274432,0.21595868653512004,0.06280045109142124,0.08567040349804286,0.06926963527553576,0.10765877166802229
LYL1,0.32876015053695273,0.3108384423724166,0.17766917939060414,0.9999999999999999,0.0,0.12953177182824183,0.003457622449970048,0.04637210353390362,0.15348274675449677,0.1563212494316178,0.11510132882114316,0.224151687031502,0.17533143075136326,0.27930137080724576,0.1410799049651678,0.08654067904394447,0.45487912127103675,0.250709295844352,0.23918315144367974,0.634952480067117
MAF,0.024459220250072848,0.2550524555447607,0.08355591624805467,0.0,0.005800865984823177,0.007833804010623419,0.10310154847201519,0.03588234216015985,0.05408447265267171,0.28907919739964116,0.30714502525481296,0.2684776425687934,0.4492910835130139,1.0,0.5745569401385845,0.45621697304566733,0.07838306571569109,0.2643083046297563,0.2593697846283798,0.33508304171497105
MAFB,0.08749177593376296,0.14275721604728972,0.2636815376335547,0.012702994555210307,0.0,0.004761591662714791,0.005048454850015495,0.028823946838371466,0.015143742842184896,0.027204922967203816,0.04480680608276614,0.019009382064968317,0.05320386017284121,0.9999999999999998,0.37783131915187307,0.24461290280209408,0.006897507120681133,0.07217883525161771,0.051083263824099286,0.2442354709908621
MAFF,0.02442617026704767,0.03865704864525382,0.01994533867700884,0.0064360574576864706,0.0,0.006214013178042772,0.028997459333220826,0.016796409355708652,0.03787212551953975,0.03101995348778767,0.02919937033079335,0.0037290975793458706,0.034960734520456796,0.9999999999999999,0.08087122901572961,0.3071625895882183,0.004437535784586555,0.05286773055820511,0.0564882911084303,0.0498099649319355
MAFK,0.16117928071242607,0.18325022775727204,0.08401108377718686,0.01817773910198922,0.002174033393787765,0.00863411001572681,0.0,0.004264652046308423,0.051812280118462624,0.02488507106702128,0.21407545055237248,0.0028880618763566304,0.027680228122682816,0.9999999999999999,0.11019940343274817,0.34147280382499867,0.025961380305053933,0.04505002914257237,0.15572676029740304,0.08697080154332845
MEF2A,0.13425800286846867,0.3179206790327994,0.0,0.11211143886064279,0.07191996845262738,0.11575477219160091,0.30053480062082416,0.3905801862284901,0.31328174880944715,0.11054373699009779,0.0508151124305547,0.009146767402033684,0.8423164771420623,0.6493385405002078,0.9999999999999999,0.9466902166851402,0.1890308321533274,0.2023595240570779,0.45625114936880173,0.2500455533039452
MEF2C,0.10708535570149907,0.19320724336748468,0.18495980161459147,0.3187663998932396,0.4974047173527891,0.236192954152748,0.4255909438711074,0.6002024191592826,0.5079410125668333,0.24920087398945456,0.3249191255945779,0.1368092531587745,0.0,0.11968155417445303,1.0,0.0854696831294754,0.4836081634620326,0.22228468185205164,0.1915652305118536,0.3927270968303871
MEIS1,0.21720886971437603,0.0,0.6539157992154984,0.21265071521301832,0.44412701841483226,0.23936224624752972,0.7386454843626891,0.9742518155819545,0.25596378861549096,1.0,0.21559502186690838,0.6525740749958945,0.32476139490247424,0.019443314740366896,0.17924263193577017,0.12669608577929425,0.17141743095942952,0.6254217898418033,0.5976361293672431,0.9555742654815392
MEOX2,0.007141343729003715,0.0,0.08865501946903258,0.019703902850740165,0.15432123280593726,0.004447870290619155,0.25052020199534314,0.17957931331770463,0.10656639830287654,0.5140723517532989,0.13164414002808839,0.9999999999999998,0.18753041803925852,0.07880358679975058,0.07117788426010749,0.05004001243525512,0.03332507027230028,0.4590260807126602,0.1603476879543754,0.34542274338059065
MITF,0.007097653417921047,0.004751012777061303,0.0,0.05299351993940365,0.10610394294634365,0.7588631471301475,0.3652846741831205,0.5590430984188587,0.384644833698073,0.5752605845602254,0.3494854055601446,0.32191278582462074,0.5583383743066178,0.47541131602854664,0.488059629258273,0.4370299412752679,0.34075917083722984,0.4396154586731354,1.0,0.9528852192484151
MXI1,0.35022211328985575,0.24909230373482244,0.4551016719985728,0.2704853858010286,0.13066585490877358,0.09026410678228482,0.0,0.05545769527510859,0.210228952172744,0.05313779078146784,0.45571484985645977,0.17546593669905614,0.02006147332538709,0.6428703016010856,0.4255320430174672,0.21790743020889747,0.10073839017149859,0.0982554771409082,1.0000000000000002,0.25082484414960954
MYBL1,0.00024949856308909,0.036337490238580426,0.16164992626039207,0.1574973214159293,0.4999103072634316,0.0,1.0,0.2618110671278413,0.2097858349137283,0.1611253336079351,0.019493394531146686,0.06677925581101765,0.09566014974872691,0.06523970641884519,0.056861442578710224,0.06040793920898508,0.47981271377679563,0.15275439855319348,0.05888963163824685,0.35552713987518675
MYC,0.00584226748593453,0.0,0.04263460467329022,0.03335685759238172,0.07786792554428175,0.20927402265846748,0.0500578921983489,0.038054370821008904,0.08521491706036094,0.03002140193293316,0.0146140459797356,0.05081746489739637,0.03518331053539163,1.0,0.0326690925720194,0.4315935430971862,0.0901830785449779,0.052928533938492034,0.0171062165513548,0.019295697741994165
MYT1L,0.8410998964993414,1.0,0.2604814502601127,0.29620895992025115,0.022379404011574826,0.021071571922574948,0.007611098187929536,0.15377222871115626,0.01266297048851297,0.0002958949334044488,0.00777476274248799,0.0,0.004906613588095777,0.006488472301473041,0.009894046154776117,0.002606825550027692,0.03023655861838089,0.0017345336805016857,0.144366418859916,0.0022695903849739908
NFATC1,0.005387275332937445,0.0,0.09229499076394765,0.11573654670462949,0.21452492374709664,0.14872876320197065,0.2729989101231711,0.048348659566869255,0.24656670878456752,0.16625790978521338,0.4182900707974171,0.354948261054081,0.13890942281124521,0.9999999999999999,0.49087119260567136,0.6755988972845289,0.2905109646213995,0.2611031723762733,0.33894859011077616,0.3553675181200775
NFATC2,0.027487453651593823,0.033417812009966796,0.0,0.007278804980350027,0.019123477478786177,0.007044132542829911,0.2986393703110704,0.22389618124589372,0.3542144528638478,0.23416887273243173,0.6526737311831523,0.23641259549084556,0.07651991672612898,0.7394183558202558,0.18575571586674142,0.9999999999999999,0.059975302917352376,0.5117326759815939,0.10631234465165601,0.3576958284939494
NFIA,0.7106403857509263,1.0,0.5356127857917492,0.6464216675897863,0.38732709072228994,0.09079608187332222,0.29390261749043983,0.2301154648505856,0.3619989492957653,0.4070044696516005,0.7408644159834652,0.5109674614038031,0.3975305933931184,0.0,0.3497969803422935,0.07035363035028067,0.4801928983670753,0.4271710815154423,0.362936631672191,0.44511872263328794
NFIL3,0.053797332464542144,0.12137332338793891,0.048040559429075785,0.02651432064130982,0.018416231215035973,0.052775781573149536,0.06523430392619832,0.11533130789701879,0.18487330500543087,4.991428128808817e-05,0.14573424639363478,0.0272598202087809,0.0,1.0,0.19345605502506416,0.28826846870254325,0.03161752362053362,0.0264889761752332,0.0182077150464984,0.05881240627133323
NFKB1,0.6400417596453529,0.705404354985081,0.007923462555218586,0.03250764112171778,0.0,0.43757494504397654,0.18966771739504296,0.12712811565184357,0.24022704206220413,0.6223596409470549,0.21367595512983073,0.1650688046061921,0.6625717198050083,0.8956713101629106,0.4359606847393327,1.0,0.05308736353431609,0.4298396905776245,0.7279763283853307,0.2813315730467899
NFKB2,0.0,0.011971577148676082,0.1104166766687738,0.03981428613100822,0.021962046928875864,0.060146519079778055,0.018799492370878662,0.007856025178216049,0.11411331452316872,0.11816721665701857,0.1674529074828175,0.06853388486492819,0.05009016637402815,1.0,0.13987587776422303,0.6666316473140257,0.07032670330205906,0.1504241628548774,0.07073032943595903,0.22921800791536645
NKX6-2,0.01066393703945035,0.002251808987297122,0.0005082321760112141,0.0023841979820546735,0.001346457517562667,0.02878068726059907,0.001612833646422055,0.0012104119344007948,0.005586869578322728,0.0017716436119368578,0.0029220343608763943,0.019450716277175647,0.0,0.08725779736889554,0.008950078766867865,0.001793081426509999,0.004416068619367327,0.0036162717888761236,1.0,0.14366690641357788
NPAS2,0.6090808427876819,0.7308785387551512,0.020647316615591833,0.0,0.004954473843718427,0.0011691555142657817,0.1264480615897847,0.05430666600398907,0.05120981332829212,0.855900176527232,0.17091069177664034,0.07394288000551814,0.9707613284056399,0.4264248922219804,0.2539543416131216,0.9999999999999999,0.03077325648689513,0.47093046033157887,0.2464754178097096,0.14850647479446286
NR1D1,0.09484755201843999,0.09173369830073676,0.022390625546025486,0.03338577006076357,0.0,0.03010780815206531,0.018573225559835024,0.028831709442300568,0.04100136340441758,0.08999247147268138,0.11221617354119225,0.0686932305346566,0.054874588377244515,1.0,0.09536122761609905,0.14174284406736967,0.000796434752768525,0.07532125990632196,0.15087517624213734,0.04718728936549255
NR1I2,0.7074003808169358,0.9999999999999999,0.29007193129055164,0.393494845128993,0.0,0.2509013576300828,0.10955046272920765,0.1421876874909463,0.19622453657395153,0.26506664074387265,0.6621808879496415,0.4625897598922858,0.1449627842861653,0.8173113152858718,0.48022938511468194,0.42221862973597657,0.9125697174646176,0.20261781945025867,0.2946396497545928,0.11159691360026974
NR2F2,0.0,0.05094725083051835,0.027096562672627476,0.33574213766999217,0.19211559815687435,0.09495453878075703,0.6519975119636431,1.0,0.38628613855402216,0.4370656111690692,0.32143151950155296,0.009720947168955944,0.16280448374377918,0.33068971442981965,0.4126783579298648,0.12135349072537362,0.30955971213514283,0.24542551663309442,0.1989019471155445,0.16021336710949396
NR3C2,0.1612539285603399,0.9098682592368427,0.09075028014585107,0.0,0.16055287575215704,0.43741671703812596,0.2595057545448502,0.03769324158840152,0.0602933281323473,0.5806916057330043,0.5010865826627406,1.0,0.8201300168026973,0.1687433673620126,0.7159684822123128,0.4476868652671014,0.1674042435544309,0.666434853449038,0.8660060603457679,0.37559941795647744
NR4A1,0.07811147365478197,0.14653415627682737,0.09144592950993585,0.09876076123057251,0.1139496847414305,0.18916294326773667,0.17159468652257753,0.0771967245756828,0.11249177564174118,0.005253434103502701,0.1470592645517195,0.010289311545869685,0.0,1.0,0.24755345548442773,0.14134925083925226,0.38287256049116036,0.16961742943876412,0.12195552879557164,0.11708922090811219
NR4A2,0.06333177786654154,0.06185093849799478,0.37079860220350896,0.366562802230128,0.35559245574350656,0.2219644288318347,0.17956629621942005,0.24959160069595215,0.47505328005753017,0.21049157273251684,0.42016436717487987,0.31611906932031625,0.0,1.0,0.7375734284519644,0.3575220660155319,0.3114615730664972,0.3873882448630193,0.327149949868171,0.4735879702298755
NR4A3,0.39052316805265747,0.07578873306947187,0.31974542351784613,0.0,0.06828038956314705,0.08436954684182088,0.08913561851790644,0.05455369500394511,0.14675950117403366,0.3049319557657682,0.671533064102225,0.17932907144956794,0.09595715813606975,1.0,0.37199810886353124,0.6876663172466089,0.15360473389142293,0.6190163186026882,0.22082877836671616,0.6785803421572487
NR5A2,0.1141854771594508,0.06743772066997347,0.06448125662755613,0.1005800808534836,1.0,0.16395014267404764,0.20652867618376516,0.21131911856788016,0.17375030238194583,0.0,0.24890358716875932,0.09484408836586108,0.08619393638026022,0.06451749099640278,0.336124644755571,0.09427410736833879,0.31329407857101,0.035275815627592175,0.12257956130009018,0.032135413842613134
OLIG1,0.0014778385404837836,0.0,0.007599639603069024,0.33461183280390133,1.0,0.6180490479573818,0.4859447254250108,0.40404324878661385,0.3628485280576786,0.252497212707047,0.034648992367431485,0.4016664469622308,0.03832695576062569,0.10732268420972878,0.06762057011221974,0.010285039099226316,0.35904121063268113,0.25378123800182706,0.787711698177114,0.3155041838703833
PAX2,0.4618848967515456,0.3756172653136768,0.10951600169580994,0.17005198898728788,0.04355605143261267,0.03335633236437629,0.06962901990422762,0.028137995593575264,0.0381914354931309,0.16587210343502137,0.08469449799124043,0.0,0.13289146940691532,1.0,0.14133159011272362,0.4383611430518309,0.10759870645362499,0.22995348495835555,0.09356892641602435,0.09085445949997001
PAX3,0.021663083439071116,0.029061689648690135,0.17171899100537258,0.21797871403122834,0.9999999999999999,0.17313421461363593,0.7520682607883916,0.2849501074268454,0.7878220910668795,0.3763922619878352,0.3664410467724386,0.0,0.2828196228393244,0.03735433693228073,0.5495442287425528,0.11574938001547123,0.5101865970681989,0.38563255494648124,0.20407032128431843,0.1303914701255509
PAX5,0.3620523281068563,0.33027819806560177,0.2547413311199323,1.0000000000000002,0.31089787973769045,0.1591961090715337,0.29498452691930926,0.06654458826431948,0.27879790954396183,0.13622370355647107,0.22448596881778538,0.0,0.279621399621511,0.7430389117586154,0.43820001944052084,0.33879467398960966,0.9114790913172237,0.1011107466184946,0.2869219022566153,0.17169220100030536
PBX1,0.8443157358450515,0.17361122848702337,1.0000000000000002,0.7040615608530737,0.36388879915278827,0.3627488053345752,0.2908906581006211,0.41721427474632267,0.3718317019069418,0.3226510864172682,0.5343135779595118,0.38987713604097796,0.25968668683684637,0.0,0.4526326213936982,0.1023692986982201,0.47384630968681063,0.31009658077402746,0.3819432351425778,0.43738053108300234
PBX3,0.023007058696375135,0.0,0.15562513835325323,0.5306278266293268,0.3818168970242123,0.18334424391192053,0.7152696587098256,0.3363474703404725,0.5398415706796122,0.5200812278255096,0.47756107376701273,0.2298844625555644,0.8778670393020618,0.2732435242943727,0.5450642441208946,1.0,0.47175026177478474,0.5626968327778706,0.34759119612510736,0.49840863174944827
PBX4,1.0,0.8097427994121505,0.6919807708545118,0.10043352870324916,0.07647300202559447,0.0,0.2868791297176901,0.20824410500283513,0.11962021749533829,0.10053790816487644,0.2154793359779154,0.08213642245299697,0.06514359059455267,0.0019456441579142753,0.31525573590429357,0.07741752229941852,0.3088692287826883,0.13875060677049078,0.01967608325536223,0.25245262588098366
PGR,0.21463554755025904,0.0083396458434504,0.05686820500396335,0.11246764990947693,0.0883423416987419,0.0,0.014522565882396851,0.19127171157273365,0.18457378442945682,0.09375873477844711,0.127602586191235,0.0493398632842415,0.2444295305600726,0.3169079113319903,1.0000000000000002,0.6051703585979898,0.31855250849995775,0.10018117333637912,0.2135462573318258,0.15971787081368544
PKNOX2,1.0,0.937297883791674,0.885371377918786,0.13197131484470193,0.3719700679539054,0.74136173785806,0.26763243008474413,0.49776689567573895,0.3412751461986515,0.14480796447782993,0.4619576659902145,0.10365888250946415,0.0860803435111438,0.0,0.1541838375621982,0.18936404817413646,0.7895559160132257,0.1690457482990908,0.07539340262444211,0.06234483489739304
PLAGL1,0.3462253800312314,0.9999999999999999,0.0191643707081721,0.021920474367021676,0.013211262150746722,0.0,0.040886900609523255,0.039818135646820685,0.02318306124885168,0.10658640416902086,0.054416305378892485,0.03129425554582171,0.04095022626987357,0.13881104175705292,0.1303506366391138,0.2045851445968968,0.025571859632983716,0.10264927886253412,0.12896386814265604,0.2566033894159294
POU2F2,0.6904263240928388,1.0,0.29345935627020153,0.3612737441605106,0.12138701487553061,0.34766581379750144,0.10655709831369128,0.16965124484922092,0.04765989213536165,0.007523190453142963,0.015273994763659336,0.0,0.0196111444196341,0.055594383421162984,0.06829250644672186,0.10792881837904314,0.1337898556238429,0.020050526431758052,0.06615782378455917,0.06517410322798875
POU2F3,0.17133703365133712,0.15502415214424625,0.26916507300995207,0.034907952704544234,0.0,0.0942695961427507,0.10341413298494483,0.24805938740717326,0.11745884860125565,0.11354251966042404,0.2714908872699813,0.1198752337184273,0.5779644702959766,1.0,0.2536058994661144,0.9790481565321655,0.376071398844306,0.29606901859508333,0.5764470497239041,0.19316204911947787
POU5F1,0.6364917341836245,0.5633272652138333,0.6059836676581546,0.09850229688514303,0.054008613715103154,0.011439565260026652,0.24581398416002062,0.2337405856664709,0.23413430571028856,0.2329067756618742,0.0,0.07177415763059844,0.12874251039573245,0.5412859589517273,0.30316859857774814,0.9050119756294562,0.42197271836240813,0.3324912235199017,0.08037897827518517,0.9999999999999999
PPARA,0.12092511884701262,0.2049451831679443,0.14883800357539734,0.0,0.32116707233027675,0.43017613980076275,0.16751476954361233,0.15568881584062033,0.309028072433305,0.5133701302912973,0.45952205880532426,1.0,0.6036089922336348,0.05058042101228716,0.38920257201167674,0.4313043402692689,0.06237010715717306,0.5606385423778647,0.35861708407145565,0.23877320121158974
PPARD,0.2224940447158832,0.30365964976341475,0.18492556718206565,0.022198172591615106,0.0,0.00935751175308358,0.09422753967639919,0.040534051666861415,0.2592594561580446,0.2135581752854644,0.27809151301272295,0.14628013910164728,0.5581901209217838,0.31894334199802243,0.602755068422769,0.9999999999999999,0.14886252608118178,0.3390579635035006,0.2024036018093256,0.45769406352989395
PPARG,0.08841486382717419,0.08412067896820405,0.010546664303196555,0.02179030475286768,0.011073887208781469,0.007070748952808955,0.022475959943902297,0.01912073369631626,0.029218585581838544,0.01933661693263996,0.024748563697804284,0.0,0.03192257643625425,0.3198140021331582,0.037974828284966,0.09648676175301694,0.004515762919322888,0.1345295183422097,0.1482779400035295,1.0
PRDM1,0.07527605466951907,0.1391831824085745,0.3431948121966741,0.06050272401777555,0.024284840722885937,0.0,0.046306042929451965,0.013816784636414229,0.13774371291684445,0.6794243349241641,0.22967502987263338,0.6115642061356261,0.03932457814692607,0.6820009492382504,0.26297039403261013,0.3788618278826908,0.16734832273372424,0.6029173339755513,0.22872432865405984,0.9999999999999999
PROX1,0.3510804258453646,1.0,0.21627670164999097,0.40417640794064247,0.006499456245111265,0.017603209015412513,0.07572181702685117,0.12362183034151485,0.1275627043660958,0.18456158422943247,0.050157624578583304,0.0,0.6477325102414886,0.28290852385023735,0.07502276217780908,0.08880459254462618,0.003189487851032957,0.14348076471282445,0.30646382485653395,0.21244499676276873
PRRX1,0.0746101226567662,0.0,0.5143445351955939,0.10409709136900508,0.4878831565636799,0.11252700213892922,0.44399079295659366,0.33326716054489874,0.4880366800892044,0.5069291140706256,0.9621016997066816,0.27342083900858166,0.9999999999999999,0.15121652092423826,0.32155601778197584,0.6073830104198812,0.4154376241196339,0.5765439375209621,0.08413496609229523,0.2896691050124374
PRRX2,0.05253218566252992,0.12210936628357483,0.15114327113764092,0.12917426740916285,0.0,0.048319998080072736,0.19161999242962635,0.09683755404232192,0.18182541510972378,0.11642701922075563,0.250176873118866,0.09733924857505893,0.2547537186925217,0.3006721493857622,0.3626250514430091,0.3324336457441737,0.9999999999999999,0.12390706700444967,0.1316421205811769,0.07907441935345982
RARA,0.08625179820801457,0.046304497439136366,0.618955171164423,0.19472021931790318,0.05140807341106923,0.19330755249033937,0.42862422133494277,0.41328646271526753,0.29584285481306577,0.09042115370392256,0.08526780081942109,0.16563585243398216,0.04313420994055095,1.0000000000000002,0.27055545220797833,0.355137306147033,0.0,0.1583569031750109,0.011872497855723307,0.18709087320692186
RARB,0.3571850978478681,0.49158480210493843,0.14081666724727787,0.27792476756284595,0.6755681684457701,0.9999999999999999,0.40044892421605044,0.3225417955171479,0.20790675138970865,0.029899491819357124,0.17419713294605127,0.0,0.13246703919849223,0.025069901383116933,0.22873830684098367,0.03839218874035673,0.5806533862089658,0.06350361281098775,0.10234134191554707,0.056396893013526156
RBPJ,0.284414597537168,0.27368064810023285,0.2821366183600149,0.5809480528674437,0.610574821979694,0.9999999999999999,0.35404900886102264,0.3856287823996497,0.3630514337645704,0.04258635581800116,0.09776139536139442,0.0,0.13898155330634268,0.43673164683710075,0.256015638540129,0.27643614662796023,0.4827099358241822,0.06771181184535405,0.5078517145860861,0.2519547344467834
REL,0.1449921191563123,0.2174260677454332,0.23034497121523714,0.12509987165678468,0.04137665942253377,0.0023819532823523004,0.06918807835121343,0.03086379697541969,0.08912451881896163,0.034602846175052465,0.09175397218768558,0.0,0.06479193127917737,1.0,0.2155678503784935,0.33563517244571117,0.08710068552742381,0.0578214712932055,0.06162053065117695,0.30124402217200474
RELA,0.45861922291803825,0.49753373990747707,0.3138770076262879,0.1542954098785135,0.0,0.07046863084038782,0.10699018618612122,0.19553882515008567,0.1546958851024419,0.09956115559131626,0.06773391752510724,0.11883316504536548,0.048756690931760965,0.9999999999999999,0.3037226119029044,0.5322690336907218,0.12411256649671085,0.13191498696738665,0.20255393072569397,0.19710054543421543
RELB,0.08750549375620763,0.054695231230987296,0.08465152378318365,0.008757773770158732,0.0,0.11932199598219749,0.1013815853083679,0.06896764963076465,0.12649901925208978,0.14002009506957785,0.10905143906285995,0.014868049019432922,0.18770093466674448,1.0,0.1123288058819109,0.7888036990053137,0.004916652428816365,0.17159204622497026,0.037415489276682076,0.16262851721139093
RFX4,0.04907312036159302,0.06828928282387443,0.17111799305203473,0.1501860464635491,0.10963981677627548,0.0,0.09036354841637449,0.03691281252803921,0.20171157788034244,0.4029090709443882,1.0,0.6557581916241433,0.23708693259041713,0.0026885287830739485,0.08972235936212901,0.03506203981527198,0.253070420287415,0.4244679380128277,0.047317485385180824,0.39786414039741824
RORA,0.033306597784440645,0.1438206946184599,0.0,0.1095086339085167,0.2605582512672182,0.04295866434235737,0.19770893634288167,0.12175526953498919,0.2295231896104558,0.5612232097268892,0.555646189531266,0.8442584734176567,1.0000000000000002,0.14579902413243795,0.6303888636232143,0.38072604641825747,0.2918581587082616,0.5812200196852462,0.3121597221143848,0.14697594206403525
RORB,0.17928462914856408,0.017130231858964784,0.0625821246663464,0.5027898386524785,0.021458671093044918,0.005455118643449202,0.021713053509682556,0.0,0.08007893573335098,0.4167428027003844,0.5126810512189538,1.0,0.0015310105211720111,0.1993522527472843,0.259647681971889,0.23416595428465753,0.21495215142572777,0.37489341590102065,0.18747420082456528,0.4801686434674046
